Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
GOTERM_CC_DIRECT	GO:0072562~blood microparticle	20	2.7739251040221915	1.0642653509690238E-10	P02679, P04186, B9A064, P02786, Q03591, P08603, P15814, Q2UVX4, P12799, P06909, P01015, P00751, P12387, P01836, P31722, P01027, Q2KIV9, Q63514, P01024, P0C0L4	672	286	68124	7.089160839160838	4.7146953563448335E-8	6.73527922323558E-9	1.5064874903103487E-7
GOTERM_BP_DIRECT	GO:2000427~positive regulation of apoptotic cell clearance	8	1.1095700416088765	4.936798674025058E-10	Q3SYW2, P12387, P01027, Q2UVX4, P01024, P0C0L4, Q8SQ74, P06681	647	20	67534	41.75208655332303	1.1389188228072555E-6	2.27783868322895E-7	8.629440051421966E-7
GOTERM_BP_DIRECT	GO:0045087~innate immune response	31	4.2995839112343965	1.4928987646873922E-9	P01030, P08649, B9A064, Q3T0W7, P15814, Q2TBI0, Q95460, Q6J9G1, Q3SYW2, P01836, Q9I8N6, Q29RU4, P01027, P08174, Q8SQ74, P01025, P06681, Q9CQW9, Q07014, P04186, P26151, Q9UPQ4, Q60754, Q9ULY5, P06909, Q8WTT0, P31722, Q2KIV9, Q63514, O19477, P0C0L4	647	848	67534	3.8157862121256305	3.4441116137928773E-6	5.740194259917786E-7	2.6095616445509506E-6
GOTERM_BP_DIRECT	GO:0030449~regulation of complement activation	8	1.1095700416088765	7.056159455461346E-9	P01031, P00751, P08603, P08174, P01024, P0C0L4, P06909, P06681	647	28	67534	29.822918966659305	1.6278427377836024E-5	2.325505849221088E-6	1.2334045773609859E-5
GOTERM_MF_DIRECT	GO:0016491~oxidoreductase activity	39	5.409153952843273	1.1161745654661997E-8	P51659, Q7ZVB2, P00367, Q9DCM0, Q9EQ20, Q8BMF3, Q9UL12, Q95Q98, O73872, Q6P5L8, Q86UD5, Q8N2H3, Q07973, Q91YT0, O88844, Q7ZVF3, Q920P0, Q9DBS4, P13804, Q8BWF0, Q58818, Q7TQA3, Q802W2, A7MBU6, Q64441, Q7SY23, Q9JM53, Q99LB7, Q60759, P50395, O01884, Q7ZV14, Q7ZW77, A1L1V4, Q66I21, Q5PRA2, Q99L27, P26374, A5PL98	625	1404	66065	2.936222222222222	1.0369207995797325E-5	1.0369207995797325E-5	1.746965957449831E-5
GOTERM_MF_DIRECT	GO:0004866~endopeptidase inhibitor activity	10	1.3869625520110958	2.2014068157582022E-8	P01031, P12387, P08649, O43291, P98093, P01027, Q2UVX4, P01024, P0C0L4, P01025	625	70	66065	15.10057142857143	2.0450860390597292E-5	1.0225482475534342E-5	3.4455026831636815E-5
GOTERM_MF_DIRECT	GO:0031715~C5L2 anaphylatoxin chemotactic receptor binding	5	0.6934812760055479	1.1648081594499163E-7	P12387, P01027, Q2UVX4, P01024, P01025	625	6	66065	88.08666666666667	1.08204829794456E-4	3.606957759694218E-5	1.823082785401553E-4
GOTERM_CC_DIRECT	GO:0009897~external side of plasma membrane	22	3.0513176144244105	2.7525417076568535E-7	P02679, O70460, A0MSX9, B9A064, P51655, P02786, P01882, O08565, Q8MJS1, Q5R5B6, Q01151, P26151, P15814, P12799, P17153, P04233, Q3LRP1, P01836, Q9EP73, P40259, A9QWP9, Q62469	672	561	68124	3.9754901960784315	1.2193018035300263E-4	1.5242085643407677E-5	3.896267074532389E-4
GOTERM_BP_DIRECT	GO:0006954~inflammatory response	24	3.3287101248266295	4.151551962984484E-7	P01030, P01031, O70460, Q62928, P08649, P78556, P26824, Q2UVX4, P05107, P48960, O89093, P78545, P12387, Q9I8N6, Q16627, A9QWP9, P98093, Q99969, P01027, P25116, P01024, P97583, P0C0L4, P01025	647	697	67534	3.5941537922516233	9.573047279310964E-4	1.1971323839177206E-4	7.256817285861139E-4
GOTERM_BP_DIRECT	GO:0006099~tricarboxylic acid cycle	16	2.219140083217753	8.815127467586103E-7	P41562, P53597, O88989, Q5NVR2, Q9WUM5, P11179, Q9XSG3, O88844, D4GU92, Q7ZVF3, Q5PRA2, Q96I99, P36957, Q9YGD2, A5PL98, Q5RE79	647	329	67534	5.0762415262398815	0.0020315843364733244	2.2593567304707296E-4	0.0015408580726794519
GOTERM_BP_DIRECT	GO:0010866~regulation of triglyceride biosynthetic process	5	0.6934812760055479	1.006097963843361E-6	P12387, P01027, Q2UVX4, P01024, P01025	647	9	67534	57.989009101837546	0.002318377571984165	2.3207998229013427E-4	0.0017586275225855985
GOTERM_BP_DIRECT	GO:0001970~positive regulation of activation of membrane attack complex	5	0.6934812760055479	1.006097963843361E-6	P12387, Q29RU4, P01027, Q2UVX4, P01024	647	9	67534	57.989009101837546	0.002318377571984165	2.3207998229013427E-4	0.0017586275225855985
GOTERM_MF_DIRECT	GO:0005102~receptor binding	22	3.0513176144244105	1.018405074757327E-6	P51659, P01031, Q05A80, Q60943, P02679, Q07014, P41562, Q60675, P26824, P12799, O14975, Q29448, Q6J9G1, O88844, P19637, P56159, Q99969, P25116, P01024, Q62651, Q15067, Q13790	625	635	66065	3.662185826771654	9.456513858097093E-4	2.3649672928016674E-4	0.0015939315649138308
GOTERM_MF_DIRECT	GO:0004029~aldehyde dehydrogenase (NAD) activity	9	1.248266296809986	1.0634266104804752E-6	Q7ZVB2, Q802W2, Q9EQ20, P12762, Q66I21, P11884, Q2KJC9, Q7SY23, Q8BWF0	625	81	66065	11.74488888888889	9.874360102867241E-4	1.9756525069269948E-4	0.0016643953613226792
GOTERM_BP_DIRECT	GO:0006955~immune response	21	2.912621359223301	1.2824745475809993E-6	O70460, P15814, P78556, P18468, P48960, O89093, Q95460, P04233, Q9EP73, O42197, Q1WLP9, Q16627, P40259, A9QWP9, Q29RU4, Q63514, O46427, Q8HY81, Q01628, P63255, P01024	647	583	67534	3.7598362676663104	0.002954298125715349	2.689338924712903E-4	0.002241719972806422
GOTERM_CC_DIRECT	GO:0005576~extracellular region	72	9.986130374479888	1.3786520107236095E-6	P01031, P33005, P08649, P04114, Q3MHZ8, P81187, P08603, Q28085, A5HAK0, Q07968, Q1LUM3, O42197, Q9BZM1, O43291, B8XY56, Q16627, P13609, Q864W0, P01027, P08174, P01024, P06681, P95493, P02679, P04186, P02786, P01882, Q9R182, Q60675, Q9BXR6, Q70I47, P02701, Q99674, P31722, A1L1V4, A6QPN6, Q99969, P67934, P14222, P25116, P17690, Q02445, P0DKX7, Q86XS5, O89051, P51655, Q7Z4H4, P29279, O89093, Q95460, D3YXG0, Q3SYW2, P00751, Q29RU4, P05160, Q8SQ74, Q3UZZ4, Q8VEJ3, Q13790, Q8NRS1, P78556, P06909, Q09101, P62937, Q6UXH0, Q75ZP3, Q63514, Q3V3I5, P35846, P0C0L4, Q5QT17, Q7Z5L3	672	3993	68124	1.8279489105935385	6.105567960715819E-4	6.785805995712657E-5	0.0019514899397110597
GOTERM_MF_DIRECT	GO:0016620~oxidoreductase activity, acting on the aldehyde or oxo group of donors, NAD or NADP as acceptor	8	1.1095700416088765	2.809945394298283E-6	Q7ZVB2, Q802W2, Q9EQ20, P12762, Q66I21, P11884, Q7SY23, Q8BWF0	625	65	66065	13.009723076923079	0.0026070386955361347	4.349791922528823E-4	0.004397858955762501
GOTERM_BP_DIRECT	GO:0006103~2-oxoglutarate metabolic process	8	1.1095700416088765	5.553402329169021E-6	Q6NYL5, Q9XSG3, P17735, O88844, P41562, P00504, P36957, P00508	647	71	67534	11.761151141781134	0.012730013842077503	0.0010670748326432333	0.009706808482601303
GOTERM_BP_DIRECT	GO:0001798~positive regulation of type IIa hypersensitivity	5	0.6934812760055479	7.694164900176919E-6	P12387, P26151, P01027, Q2UVX4, P01024	647	14	67534	37.278648708324134	0.01759389448612725	0.00136449182661047	0.013448416535888352
GOTERM_BP_DIRECT	GO:0010884~positive regulation of lipid storage	6	0.8321775312066574	9.219566829922962E-6	P12387, P04114, P01027, Q2UVX4, P01024, P01025	647	30	67534	20.876043276661512	0.021045035190091488	0.0015181064178418913	0.016114421541568724
GOTERM_BP_DIRECT	GO:0010828~positive regulation of glucose transport	5	0.6934812760055479	1.0412492660779613E-5	P12387, P01027, Q2UVX4, P01024, P01025	647	15	67534	34.79340546110252	0.023735519960758067	0.0016001680724462286	0.01819929828023037
GOTERM_BP_DIRECT	GO:0010951~negative regulation of endopeptidase activity	11	1.5256588072122053	1.235206324359276E-5	P01031, P01015, P13731, P33005, P08649, O43291, Q2UVX4, P01024, Q02445, P0C0L4, P01025	647	183	67534	6.274220656920128	0.028094193293354386	0.0017794390363236046	0.021588998722121833
GOTERM_BP_DIRECT	GO:0070374~positive regulation of ERK1 and ERK2 cascade	14	1.9417475728155338	2.0016760399603817E-5	P02679, O70460, P29279, P78556, P26824, P12799, O89093, P04233, Q16627, P01027, P35382, P01024, P25116, Q924W7	647	327	67534	4.468877765646196	0.045129097647423344	0.0027127331904166496	0.03498318583745608
GOTERM_BP_DIRECT	GO:0008152~metabolic process	28	3.8834951456310676	2.229787059488493E-5	Q16851, Q7ZVB2, P70691, Q9EQ20, O46629, P53597, Q9WUM5, P13439, Q1NZ26, Q6B855, Q9DBS4, Q96I99, Q8BWF0, P36957, Q802W2, Q6NY77, Q9HDX3, Q9NR34, Q12275, P11181, Q7SY23, P21953, Q60759, P11941, Q96KP4, Q5PRA2, Q66I21, Q9Y4X1	647	1146	67534	2.5503019709708656	0.050141032798471374	0.002853795771286971	0.0389691375657808
GOTERM_BP_DIRECT	GO:0045745~positive regulation of G-protein coupled receptor protein signaling pathway	5	0.6934812760055479	3.5579897876705385E-5	P12387, P01027, Q2UVX4, P01024, P01025	647	20	67534	26.095054095826896	0.07880568714872427	0.004310906760065403	0.06217482526416074
GOTERM_BP_DIRECT	GO:0032981~mitochondrial respiratory chain complex I assembly	7	0.9708737864077669	3.830054352448051E-5	O95299, Q15070, O75489, Q60HE3, P28331, Q9JM53, O95167	647	65	67534	11.240946379740816	0.08456969545350312	0.004408307066853356	0.06692757325295062
GOTERM_CC_DIRECT	GO:0009986~cell surface	30	4.160887656033287	4.7544158641356275E-5	P33005, Q29RY7, P14650, Q2TBI0, P26644, P19397, Q9EP73, Q9Z2P8, P19637, Q1WLP9, Q91ZX1, P08174, P21447, Q9CQW9, P02679, Q8NRS1, Q9UHC6, P02786, O08565, Q9R182, P26824, Q76B49, P05107, P04233, P08169, P35846, Q62469, Q02445, P25116, Q9Y5S1	672	1294	68124	2.350270479134467	0.020842296373640545	0.0021040396970215536	0.06727860106153782
GOTERM_BP_DIRECT	GO:0043434~response to peptide hormone	9	1.248266296809986	5.992614445341259E-5	P51145, Q07014, O88583, P19637, P29279, P78543, P08174, P46527, O15524	647	138	67534	6.807405416302667	0.12912232830015014	0.006561888438993191	0.10469817159743933
GOTERM_BP_DIRECT	GO:0045600~positive regulation of fat cell differentiation	8	1.1095700416088765	6.358161303444566E-5	P23950, P17431, P35382, Q99969, P27925, Q3SZZ2, P97468, Q05826	647	103	67534	8.107201272489908	0.13643615324454683	0.00664543192208189	0.11108136876220032
GOTERM_BP_DIRECT	GO:0032496~response to lipopolysaccharide	14	1.9417475728155338	6.56055639167503E-5	Q62928, O88583, P04114, Q8MJS1, P35558, P26824, O15524, Q05826, P05153, P11884, A9QWP9, P97583, Q02445, P25116	647	367	67534	3.981806619526719	0.14045921299118125	0.006559133527008654	0.114615436317822
GOTERM_BP_DIRECT	GO:0071356~cellular response to tumor necrosis factor	11	1.5256588072122053	6.889630257460281E-5	P23950, P05153, O70460, P04114, Q16627, Q7ZXW9, P17431, P35558, P78556, Q3SZY7, O89093	647	224	67534	5.125814197394568	0.14696034662235724	0.006601002265455458	0.1203612197309023
GOTERM_BP_DIRECT	GO:0033539~fatty acid beta-oxidation using acyl-CoA dehydrogenase	7	0.9708737864077669	7.988113671130633E-5	Q60759, Q2KHZ9, P15650, Q9DBS4, P13804, Q68FU3, Q15067	647	74	67534	9.87380425247504	0.16830803680833994	0.007344621203705937	0.13953899711335316
GOTERM_BP_DIRECT	GO:0019346~transsulfuration	5	0.6934812760055479	1.0489949065930609E-4	P35520, P18757, Q91WT9, P32929, P11586	647	26	67534	20.073118535251457	0.21495624102876942	0.009265112600026382	0.18320411671327586
GOTERM_CC_DIRECT	GO:0005833~hemoglobin complex	4	0.5547850208044383	1.0842143033731386E-4	P14527, P02141, P02142, P02019	672	10	68124	40.55	0.0468979494673204	0.004357143405949282	0.15336315574693282
GOTERM_MF_DIRECT	GO:0004776~succinate-CoA ligase (GDP-forming) activity	4	0.5547850208044383	1.307707715377107E-4	P53597, Q96I99, Q9WUM5, Q9YGD2	625	11	66065	38.43781818181818	0.11440362499727197	0.01720653173972586	0.20447821390764398
GOTERM_MF_DIRECT	GO:0048037~cofactor binding	6	0.8321775312066574	1.3327401507773668E-4	Q6B855, P53597, P01027, Q9WUM5, P01024, Q9YGD2	625	52	66065	12.196615384615383	0.11646096959759988	0.015358315819171575	0.20838856133513772
GOTERM_CC_DIRECT	GO:0005747~mitochondrial respiratory chain complex I	8	1.1095700416088765	1.6087400045844907E-4	P34943, O95299, O75489, Q60HE3, Q9CQ54, P28331, O95167, Q91YT0	672	116	68124	6.991379310344827	0.06879228342221422	0.005921806186656164	0.22747934011170257
GOTERM_BP_DIRECT	GO:0006105~succinate metabolic process	5	0.6934812760055479	1.629067234695334E-4	Q7ZVF3, P53597, Q96I99, Q8BWF0, Q9WUM5	647	29	67534	17.996589031604753	0.3132990820802587	0.01382416476189885	0.28437625704722524
GOTERM_BP_DIRECT	GO:0032570~response to progesterone	7	0.9708737864077669	1.8405282555166986E-4	P51145, Q62928, O88583, P11884, P01027, P01024, O15524	647	86	67534	8.496064124222709	0.3460006678259253	0.015051608777757464	0.3212337509822749
GOTERM_BP_DIRECT	GO:0007568~aging	13	1.8030513176144243	2.584260018117858E-4	P51145, P01015, P05153, Q9ULJ8, O88583, P02786, P05089, P29279, P35558, Q9JK11, P56384, P05107, P26644	647	367	67534	3.6973918609890966	0.44913517951215365	0.020350957009519055	0.4507636250186131
GOTERM_BP_DIRECT	GO:0006536~glutamate metabolic process	6	0.8321775312066574	2.790195598283916E-4	P17735, P05153, P49914, P00504, Q8BWF0, P00508	647	60	67534	10.438021638330756	0.4747011516629488	0.02123097921512651	0.4866017311632942
GOTERM_BP_DIRECT	GO:0055088~lipid homeostasis	8	1.1095700416088765	2.8469945135201774E-4	Q60759, Q2KHZ9, P15650, Q9DBS4, Q9R182, P13804, P35576, Q15067	647	131	67534	6.374364359285958	0.48154142454465365	0.02096723192845429	0.496484068095171
GOTERM_CC_DIRECT	GO:0005753~mitochondrial proton-transporting ATP synthase complex	6	0.8321775312066574	2.947989732439111E-4	Q03265, P15999, Q5RFH9, P56382, P21571, Q06647	672	59	68124	10.309322033898304	0.12244460612053343	0.00999701724817914	0.41648525075467235
GOTERM_MF_DIRECT	GO:0008009~chemokine activity	6	0.8321775312066574	3.0708737302065315E-4	P01031, O70460, Q16627, A9QWP9, P78556, O89093	625	62	66065	10.22941935483871	0.24823235244321928	0.03120583446199454	0.47955407111263115
GOTERM_MF_DIRECT	GO:0052890~oxidoreductase activity, acting on the CH-CH group of donors, with a flavin as acceptor	6	0.8321775312066574	3.0708737302065315E-4	Q60759, Q2KHZ9, P15650, Q9DBS4, P13804, Q15067	625	62	66065	10.22941935483871	0.24823235244321928	0.03120583446199454	0.47955407111263115
GOTERM_MF_DIRECT	GO:0005542~folic acid binding	5	0.6934812760055479	3.2712423076178363E-4	Q9UL12, P49914, P35846, Q99LB7, Q9YH58	625	35	66065	15.10057142857143	0.26210085785950565	0.02993753509491448	0.5107691118154789
GOTERM_BP_DIRECT	GO:0002376~immune system process	12	1.6643550624133148	3.8024945455594365E-4	Q9CQW9, Q3LRP1, P04186, Q3MHZ8, Q9I8N6, P26151, P01027, Q60754, P18468, Q8R4L0, P06909, A5HAK0	647	329	67534	3.807181144679911	0.5841382135808624	0.02704633864896233	0.6625910914683897
GOTERM_BP_DIRECT	GO:0006935~chemotaxis	11	1.5256588072122053	4.2712186922325775E-4	P01031, Q07014, Q1WLP9, O08565, A9QWP9, P55160, P78556, Q99969, Q96FZ5, O89093, P97468	647	281	67534	4.086058292584994	0.626777547164872	0.02942449594208174	0.7439799076374487
GOTERM_BP_DIRECT	GO:0032355~response to estradiol	10	1.3869625520110958	4.2924185923015574E-4	P51145, O88583, Q6DV79, P11884, P29279, P01027, P01024, Q02445, P46527, O15524	647	231	67534	4.518624085857471	0.6285992314789133	0.028711341555353487	0.7476595517223905
GOTERM_BP_DIRECT	GO:0043066~negative regulation of apoptotic process	22	3.0513176144244105	4.521671193342141E-4	O88583, Q9PU85, Q9DA39, P55160, O95847, Q3SZZ2, Q3SZY7, P26794, Q95LJ0, Q9R012, Q9H4B4, P06731, P18757, Q9Z1P3, P04233, Q6DV79, Q90X67, P11884, Q99MQ3, Q91WT9, O46427, P46527	647	956	67534	2.4020551887372035	0.6477398995019493	0.029371047512980475	0.7874424673915859
GOTERM_MF_DIRECT	GO:0044822~poly(A) RNA binding	37	5.131761442441054	4.5950355164506166E-4	Q2TBK2, Q569Z6, Q9EQ20, Q8C854, Q5R5B6, O46629, P53597, P17480, Q5NVR2, Q9WUM5, Q6B4U9, P00508, O95478, Q5T653, P23950, Q03265, Q58CX2, P52293, Q9JK11, Q8CAQ8, Q99N96, P02786, P17431, Q8CGC6, Q7ZU92, P49312, P15999, P13731, Q5RC80, P62937, Q58DQ5, P50395, P62314, Q90705, Q05519, Q63514, Q9Y4B5	625	2084	66065	1.8767024952015356	0.34752137940587047	0.03807239164282894	0.7167701535335969
GOTERM_BP_DIRECT	GO:0019835~cytolysis	6	0.8321775312066574	4.670550221758019E-4	Q9W719, P01031, P11941, Q29RU4, P14222, Q15546	647	67	67534	9.347482064176798	0.6596387207473582	0.029493748074102988	0.8132698552607454
GOTERM_BP_DIRECT	GO:0006979~response to oxidative stress	14	1.9417475728155338	5.330549009050123E-4	P41562, P53690, A4QVH4, P14650, Q88W33, Q9XSG3, P17735, O88844, Q7ZV14, Q60HE3, Q99MQ3, Q5ZJF4, Q5R811, P28075	647	456	67534	3.20465576615418	0.7077324231049111	0.03269899522890041	0.9276894790693602
GOTERM_BP_DIRECT	GO:0046327~glycerol biosynthetic process from pyruvate	3	0.4160887656033287	5.412120949911354E-4	P05153, Q9Z2V4, P35558	647	4	67534	78.28516228748067	0.7131839752168929	0.03233194192000366	0.9418224231768191
GOTERM_BP_DIRECT	GO:0016477~cell migration	14	1.9417475728155338	7.602662660786379E-4	Q6J9G1, F1LRS8, O43639, Q07014, P53690, O08565, Q68CZ2, Q9JLQ0, P25054, P29279, Q76B49, P97583, Q99J59, Q96N96	647	474	67534	3.0829599775660466	0.827023813196775	0.04399274592283031	1.3206399147984382
GOTERM_MF_DIRECT	GO:0031406~carboxylic acid binding	4	0.5547850208044383	8.480712594755461E-4	P05153, Q9Z2V4, P35558, Q8BWF0	625	20	66065	21.1408	0.5453341243419467	0.06357205964038493	1.3191330228404685
GOTERM_BP_DIRECT	GO:0045766~positive regulation of angiogenesis	10	1.3869625520110958	9.420206626059182E-4	P01031, P12387, Q7Z4H4, Q9R182, Q29RU4, P01027, O46427, Q2UVX4, P01024, P05107	647	258	67534	4.045744821058433	0.886308419512779	0.05290573328111248	1.6339165183033355
